trackName,artistName,genre,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Angles,Jonas Blue,pop,17087,0.708,0.872,0,-5.377,0,0.0463,0.0148,0.802,0.0881,0.743,124.996,165120,3
As It Was,Harry Styles,pop,9870828,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Attention,Charlie Puth,pop,1882885,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
BOY,Charlie Puth,pop,2028674,0.725,0.77,1,-6.24,1,0.0539,0.149,2.17e-05,0.0641,0.647,93.009,263413,4
Bad Girl,Daya,pop,2186903,0.834,0.662,5,-6.179,1,0.0407,0.522,9.07e-05,0.14,0.718,115.999,166223,4
Bad Girl - JVKE Remix,Daya,pop,531012,0.834,0.662,5,-6.179,1,0.0407,0.522,9.07e-05,0.14,0.718,115.999,166223,4
Bad Habits,Ed Sheeran,pop,1644668,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
Bad Trip,Lauv,pop,166700,0.643,0.655,6,-5.606,1,0.0242,0.0558,0,0.0731,0.382,130.11,166701,4
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,pop,2063146,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395,4
Before You Go,Lewis Capaldi,pop,1908,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
Believed,Lauv,pop,169900,0.796,0.518,11,-8.09,0,0.0516,0.0766,0,0.444,0.49,149.962,169760,4
Better,Khalid,pop,252446,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
Better Than This,Lauv,pop,214824,0.699,0.701,1,-5.577,1,0.0292,0.0195,7.83e-06,0.113,0.309,90.053,214824,4
Better to Lie (with Jesse & Swae Lee),benny blanco,pop,3580168,0.773,0.617,10,-7.545,0,0.0672,0.0514,8e-06,0.11,0.551,155.026,175341,4
Billboard,Jonas Blue,pop,87513,0.706,0.876,8,-3.587,1,0.167,0.397,0,0.0944,0.44,104.022,172729,4
Billy,Lauv,pop,2300122,0.786,0.323,2,-8.75,1,0.367,0.0478,0,0.0878,0.439,176.793,180293,3
alone in a room full of people,blackbear,pop,154589,0.637,0.853,4,-4.014,1,0.0853,0.2,0,0.311,0.648,162.093,154814,4
august,Taylor Swift,pop,1108,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
bad day,blackbear,pop,159147,0.592,0.777,9,-5.001,1,0.258,0.0948,0,0.18,0.404,154.939,159193,4
brutal,Olivia Rodrigo,pop,764066,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4
candayapple (feat. Paul Wall & Riff Raff),blackbear,pop,84841,0.53,0.748,10,-3.013,0,0.331,0.287,0,0.414,0.887,120.259,274732,4
cardigan,Taylor Swift,pop,1693584,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
chateau,blackbear,pop,212777,0.665,0.635,11,-5.763,0,0.0446,0.0516,0,0.367,0.472,97.974,212927,4
clown (with Trevor Daniel),blackbear,pop,148039,0.709,0.774,10,-4.797,1,0.069,0.12,0,0.208,0.393,94.013,148165,4
deadroses,blackbear,pop,184660,0.612,0.536,10,-6.537,0,0.157,0.697,0,0.131,0.603,132.251,184636,4
deja vu,Olivia Rodrigo,pop,1974865,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,4
dirty laundry,blackbear,pop,159913,0.766,0.64,0,-8.899,1,0.0345,0.051,0,0.237,0.67,100.044,165600,4
dirty laundry - slowed,blackbear,pop,167370,0.788,0.664,5,-6.633,0,0.0427,0.0775,2.8e-06,0.252,0.547,96.024,167369,4
do re mi,blackbear,pop,4978349,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,212027,3
do re mi - Good Intent Remix,blackbear,pop,196153,0.793,0.615,10,-5.044,0,0.0616,0.442,0,0.0928,0.332,110.978,196216,4
do re mi - Rad Cat Remix,blackbear,pop,34590,0.754,0.433,1,-7.704,1,0.0637,0.216,0,0.0936,0.339,109.954,226909,4
do re mi - Y2K Remix,blackbear,pop,165052,0.723,0.626,10,-6.041,0,0.0447,0.131,0,0.11,0.238,112.074,165250,4
drivers license,Olivia Rodrigo,pop,2550439,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4
e.z. (feat. Machine Gun Kelly),blackbear,pop,252088,0.793,0.531,9,-8.501,0,0.127,0.0356,1.02e-05,0.0905,0.337,129.951,252171,4
g2g ttyl (feat. THEY.),blackbear,pop,181752,0.63,0.382,3,-5.535,0,0.0558,0.471,0,0.176,0.555,97.706,181771,5
gfy (with Machine Gun Kelly),blackbear,pop,172771,0.744,0.732,8,-3.036,1,0.0522,0.0264,0,0.352,0.387,121.086,174067,4
ghost town (ft. Sasha Alex Sloan),blackbear,pop,1464696,0.71,0.778,4,-5.336,0,0.0317,0.0466,0,0.0763,0.382,101.024,187802,4
good 4 u,Olivia Rodrigo,pop,1820783,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147,4
half alive,blackbear,pop,194953,0.704,0.785,8,-3.588,1,0.0381,0.0204,0,0.153,0.765,125.077,195110,4
happiness,Taylor Swift,pop,2654908,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,315147,4
hot girl bummer,blackbear,pop,7358310,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,188344,1
hotel andrea,blackbear,pop,204215,0.359,0.361,3,-10.194,0,0.0552,0.365,0,0.111,0.28,85.898,227397,4
i dont love me,blackbear,pop,19185,0.666,0.704,1,-5.737,0,0.0366,0.0106,1.11e-05,0.348,0.418,139.972,197149,4
idfc,blackbear,pop,2095784,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4
idfc - Tarro Remix,blackbear,pop,3540521,0.58,0.694,1,-5.45,0,0.221,0.481,1.18e-06,0.109,0.389,139.751,248633,4
if I were u (with Lauv),blackbear,pop,6531305,0.666,0.628,8,-5.613,1,0.0623,0.144,0,0.189,0.767,82.992,186468,4
me & ur ghost,blackbear,pop,453865,0.742,0.679,7,-4.594,1,0.0259,0.0488,0,0.0754,0.856,100.041,201398,4
moodz (feat. 24hrs),blackbear,pop,219938,0.754,0.486,8,-8.864,1,0.143,0.199,1.98e-05,0.115,0.151,101.922,220588,4
my bad luv,blackbear,pop,183346,0.64,0.655,9,-4.684,0,0.0414,0.0362,0,0.456,0.389,122.967,183433,4
my heart is lost,blackbear,pop,197793,0.643,0.521,6,-7.966,1,0.0516,0.241,0,0.0896,0.678,159.964,198000,4
n.y.e.,blackbear,pop,169219,0.742,0.639,2,-7.63,0,0.183,0.124,0,0.114,0.356,115.078,169431,3
nervous,blackbear,pop,153937,0.821,0.517,6,-10.488,0,0.0497,0.201,3.74e-06,0.203,0.722,115.087,153913,4
paragraphs,blackbear,pop,169581,0.742,0.46,1,-11.229,1,0.0635,0.243,0,0.102,0.116,99.073,169697,4
playboy shit (feat. Lil Aaron),blackbear,pop,211930,0.656,0.741,11,-4.998,0,0.18,0.0847,0,0.111,0.882,154.937,212129,4
positions,Ariana Grande,pop,16866,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,4
queen of broken hearts,blackbear,pop,1882006,0.717,0.712,0,-6.098,1,0.0765,0.00663,0,0.0756,0.825,97.019,171172,4
rly real,blackbear,pop,172825,0.744,0.407,6,-10.513,1,0.0657,0.103,0,0.128,0.621,100.004,172852,4
slide thru (feat. Jerry Good),blackbear,pop,197821,0.585,0.512,1,-9.764,0,0.527,0.473,1.56e-06,0.131,0.698,121.896,185287,4
smile again,blackbear,pop,298186,0.68,0.423,6,-6.279,1,0.0321,0.597,0,0.371,0.686,85.042,149254,4
sobbing in cabo,blackbear,pop,186939,0.596,0.794,7,-5.366,1,0.0338,0.0193,1.4e-06,0.0997,0.246,97,187024,4
the 1 - KIN Remix,blackbear,pop,150956,0.703,0.408,4,-7.883,0,0.139,0.42,0,0.176,0.313,108.026,151111,4
the 1 - NvrLeft Remix,blackbear,pop,79990,0.585,0.952,2,-1.498,1,0.311,0.0044,1.41e-05,0.117,0.343,150.177,185600,4
the 1 - Rad Cat Remix,blackbear,pop,1295,0.674,0.596,4,-6.038,0,0.0622,0.0101,1.06e-06,0.104,0.184,110.066,198545,4
u love u (with Tate McRae),blackbear,pop,7287914,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062,4
up at night (feat. justin bieber),Kehlani,pop,299495,0.563,0.756,0,-3.852,0,0.0579,0.196,0,0.245,0.234,100.012,182227,4
why are girls?,blackbear,pop,187734,0.685,0.783,7,-4.833,1,0.0779,0.16,0,0.182,0.804,101.134,187811,4
wish u the best (feat. Stalking Gia),blackbear,pop,154453,0.802,0.495,2,-6.154,0,0.19,0.0232,0,0.109,0.473,114.99,154452,4
Black And White,Niall Horan,pop,193089,0.443,0.582,2,-6.02,1,0.0482,0.0301,0,0.127,0.239,147.589,193090,4
Blue,Madison Beer,pop,459735,0.64,0.501,7,-7.86,1,0.0624,0.15,0,0.16,0.346,114.031,229882,4
Body,Julia Michaels,pop,180634,0.54,0.409,8,-6.658,1,0.0284,0.781,0,0.104,0.197,95.177,180293,4
Boyfriend,Dove Cameron,pop,1965905,0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,0.232,179.773,153000,3
CHANGES,blackbear,pop,139345,0.813,0.295,5,-8.343,1,0.0482,0.104,0,0.095,0.413,100.009,154225,4
Can I Be Him,James Arthur,pop,246659,0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969,246880,4
Canada (feat. Alessia Cara),Lauv,pop,184008,0.628,0.264,9,-12.783,1,0.0405,0.623,0,0.146,0.346,93.252,184009,4
Castle on the Hill,Ed Sheeran,pop,522306,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
Celestial,Ed Sheeran,pop,434253,0.574,0.852,2,-1.248,1,0.0397,0.0529,0,0.161,0.501,123.038,209027,4
Chasing Fire,Lauv,pop,205267,0.708,0.562,5,-4.864,1,0.0725,0.0449,0,0.216,0.386,125.963,205267,4
Cheating on You,Charlie Puth,pop,413940,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607,4
Classic,MKTO,pop,350852,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4
Coast (feat. Anderson .Paak),Hailee Steinfeld,pop,134416,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4
"Come Back Home - From ""Purple Hearts""",Sofia Carson,pop,125543,0.563,0.532,7,-7.726,1,0.0416,0.236,9.75e-06,0.122,0.429,145.001,176859,4
Comfortable,Lauv,pop,334071,0.605,0.554,9,-5.629,0,0.0948,0.761,0,0.0903,0.546,73.457,165102,4
DEAD TO ME,blackbear,pop,179940,0.709,0.725,7,-5.545,0,0.0759,0.0772,0,0.158,0.226,139.968,180576,4
DOWN,blackbear,pop,139473,0.767,0.696,2,-3.428,1,0.162,0.231,0,0.228,0.715,115.006,217564,4
DRUG DEALER,blackbear,pop,166183,0.594,0.462,1,-8.677,0,0.141,0.00841,0,0.13,0.164,78.805,166219,4
Dancing With A Stranger (with Normani),Sam Smith,pop,604608,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171030,4
Dangerously,Charlie Puth,pop,2011023,0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,199133,3
Dark Horse,Katy Perry,pop,215672,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,4
Dishes - Acoustic,Lauv,pop,282884,0.641,0.161,4,-12.466,1,0.0413,0.89,1.02e-06,0.104,0.45,91.116,141442,4
Does It Feel,Charlie Puth,pop,218511,0.61,0.86,8,-4.6,0,0.127,0.177,0,0.155,0.549,98.995,218667,4
Done for Me (feat. Kehlani),Charlie Puth,pop,395336,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,180493,4
Don’t Wake Me Up,Jonas Blue,pop,227404,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,188894,4
Dreams,Bazzi,pop,146980,0.663,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.983,147021,4
Drugs & The Internet,Lauv,pop,2110,0.466,0.551,2,-7.043,1,0.131,0.361,9.32e-05,0.333,0.243,88.794,178560,4
Eastside (with Halsey & Khalid),benny blanco,pop,479541,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
Empty Cups,Charlie Puth,pop,169963,0.77,0.555,4,-6.361,1,0.0754,0.224,1.78e-06,0.0754,0.776,100.035,170947,4
Everything Has Changed,Taylor Swift,pop,245413,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,245427,4
Fake,Lauv,pop,1036301,0.703,0.656,6,-5.363,0,0.078,0.139,0,0.0947,0.455,82.964,146375,4
Falling,Harry Styles,pop,456919,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
Falling Like The Stars,James Arthur,pop,3053,0.552,0.347,6,-9.542,1,0.0303,0.79,2.15e-06,0.111,0.173,113.809,211653,4
Fantasy,Bazzi,pop,2943553,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105,148230,4
Fast Car,Jonas Blue,pop,122866,0.672,0.578,9,-6.621,1,0.0569,0.469,0,0.312,0.548,113.945,212424,4
Feel It Still,Sofia Carson,pop,289258,0.708,0.446,1,-7.993,0,0.0921,0.0498,3.09e-06,0.108,0.473,151.974,144629,4
Feelings,Lauv,pop,1207224,0.7,0.394,9,-8.911,1,0.0328,0.0567,0,0.0801,0.241,103.041,189907,4
First Grade,Lauv,pop,0,0.423,0.196,5,-11.576,1,0.0391,0.897,0,0.103,0.27,117.953,218676,4
For Now,Lauv,pop,189240,0.532,0.227,7,-12.184,1,0.0416,0.776,7.56e-06,0.086,0.107,83.57,189240,4
For You (With Rita Ora),Liam Payne,pop,4213994,0.535,0.8,2,-4.569,0,0.0342,0.0183,0,0.421,0.175,113.023,242828,4
Forever,Lewis Capaldi,pop,2589218,0.646,0.355,1,-7.119,1,0.0263,0.873,0,0.115,0.364,84.988,210863,4
"Free - From Disney's ""The One And Only Ivan""",Charlie Puth,pop,876733,0.513,0.448,1,-6.961,1,0.0305,0.632,0,0.101,0.126,97.07,228821,4
Galway Girl,Ed Sheeran,pop,170826,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4
Girlfriend,Charlie Puth,pop,1218348,0.758,0.583,1,-6.361,1,0.0421,0.18,5.12e-05,0.107,0.797,97.537,177438,4
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,pop,235545,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
Good Vibes,HRVY,pop,2412420,0.558,0.877,10,-3.392,1,0.145,0.274,0,0.162,0.762,99.988,170280,4
HATE MY GUTS,blackbear,pop,319804,0.786,0.441,8,-7.937,1,0.429,0.127,0,0.118,0.682,95.757,160216,4
HEARTBROKEN,blackbear,pop,133989,0.555,0.588,2,-7.004,1,0.33,0.0399,0,0.259,0.419,139.887,134253,4
HIGH1X,blackbear,pop,194904,0.848,0.384,1,-8.492,1,0.0617,0.0671,0,0.0852,0.481,98.483,169786,4
Happier,Ed Sheeran,pop,1963220,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520,4
Hard On Yourself,Charlie Puth,pop,208511,0.824,0.783,1,-4.53,0,0.0507,0.22,0,0.234,0.788,114.028,160825,4
Harleys In Hawaii,Katy Perry,pop,3233306,0.721,0.751,10,-6.203,0,0.125,0.162,6.59e-06,0.118,0.738,140.095,185481,4
Hear Me Say,Jonas Blue,pop,205103,0.697,0.836,5,-5.005,1,0.0437,0.133,4.46e-06,0.0754,0.631,121.977,190772,4
Heart Attack,Demi Lovato,pop,2635171,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,4
Heartbroken,HRVY,pop,1272928,0.795,0.792,11,-4.747,0,0.118,0.198,5.85e-06,0.119,0.854,103.984,172000,4
Heaven,Bazzi,pop,153391,0.798,0.575,5,-5.487,0,0.0351,0.145,2.23e-06,0.0601,0.685,114.989,153391,4
Heaven,Julia Michaels,pop,1862024,0.552,0.371,7,-9.104,0,0.0359,0.857,0,0.0838,0.245,199.843,191787,3
Hey Ari,Lauv,pop,169082,0.757,0.274,2,-9.776,1,0.0372,0.509,0,0.194,0.53,88.01,168722,4
Holiday,HRVY,pop,411796,0.7,0.724,9,-4.812,1,0.0375,0.0381,1.84e-06,0.139,0.488,128.028,207605,4
How Long,Charlie Puth,pop,1987703,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,4
How Long - Jerry Folk Remix,Charlie Puth,pop,2320851,0.817,0.581,11,-6.95,0,0.324,0.255,0.00595,0.1,0.396,114.958,196190,4
I (Don't) Have A Problem,Lauv,pop,147699,0.376,0.247,1,-8.367,0,0.0285,0.646,0.000452,0.37,0.394,184.216,147699,4
I Don't Wanna Know - Live from Spotify Studios NYC,Charlie Puth,pop,1779945,0.431,0.0748,11,-13.615,0,0.0516,0.98,3.24e-06,0.114,0.367,98.188,215882,4
I Don’t Think That I Like Her,Charlie Puth,pop,114490,0.587,0.548,8,-5.846,0,0.0339,0.396,0,0.109,0.713,186.073,188508,4
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,pop,246924,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4
I Kissed A Girl,Katy Perry,pop,179467,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,4
I Knew You Were Trouble.,Taylor Swift,pop,234045,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,219760,4
I Like Me Better,Lauv,pop,634601,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,197437,4
I Like That,Bazzi,pop,1289760,0.665,0.692,6,-5.431,0,0.112,0.172,0,0.191,0.68,74.474,158084,4
I Love You,Alex & Sierra,pop,229464,0.525,0.439,0,-6.596,1,0.0259,0.658,0,0.0636,0.238,84.956,229640,4
I See Love,Jonas Blue,pop,16482,0.736,0.706,2,-3.899,0,0.0438,0.0133,0,0.324,0.758,123.047,173220,4
I Wanna Dance,Jonas Blue,pop,220242,0.818,0.841,5,-6.44,1,0.131,0.109,0.00791,0.186,0.605,125.997,184573,4
I Warned Myself,Charlie Puth,pop,162298,0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,159783,4
I feel 2 much,blackbear,pop,239865,0.612,0.544,9,-7.279,1,0.0666,0.408,0,0.0998,0.694,86.046,240038,4
I feel bad,blackbear,pop,174838,0.637,0.785,9,-3.382,0,0.0512,0.0201,0,0.333,0.923,144.053,175066,4
I felt that,blackbear,pop,404776,0.692,0.727,7,-5.58,1,0.0305,0.00836,1.07e-06,0.131,0.424,99.977,202589,4
I hope your whole life sux,blackbear,pop,179148,0.708,0.644,1,-5.862,0,0.195,0.27,0,0.0686,0.699,133.925,179186,4
I.F.L.Y.,Bazzi,pop,4218837,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,165714,4
Impossible,James Arthur,pop,209440,0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,209440,4
Invisible Things,Lauv,pop,8911,0.744,0.552,7,-7.406,1,0.0926,0.0834,8.02e-06,0.132,0.285,125.194,197307,5
Issues,Julia Michaels,pop,726412,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,176320,4
Issues - Alan Walker Remix,Julia Michaels,pop,480744,0.752,0.774,8,-4.379,1,0.0532,0.142,8.3e-06,0.0993,0.625,113.935,181000,4
Juicy Sweatsuits (feat. Juicy J),blackbear,pop,183876,0.716,0.535,1,-8.01,1,0.42,0.218,0,0.0673,0.572,102.843,183944,4
Julia,Lauv,pop,1315226,0.755,0.625,2,-7.114,1,0.0897,0.49,0,0.157,0.374,147.022,174861,4
Kids Are Born Stars,Lauv,pop,375182,0.802,0.547,8,-7.034,1,0.0518,0.205,0,0.109,0.922,109.966,187026,4
Kiwi,Harry Styles,pop,3564300,0.375,0.93,2,-2.631,1,0.0561,0.00064,0,0.318,0.491,147.124,176387,4
Know Your Worth,Khalid,pop,10225,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4
LOSING YOU,blackbear,pop,204847,0.475,0.39,0,-11.344,0,0.063,0.0654,0.00045,0.16,0.0713,143.88,205005,4
Late Night Talking,Harry Styles,pop,3381132,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,177955,4
Left Right Left,Charlie Puth,pop,39920,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,pop,3025182,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
Left and Right (feat. Jung Kook of BTS) - Galantis Remix,Charlie Puth,pop,145144,0.736,0.809,2,-4.487,1,0.0323,0.15,0.00151,0.0886,0.744,122.023,165269,4
Let It Go,Demi Lovato,pop,94044,0.505,0.624,7,-6.513,1,0.0371,0.0235,0,0.5,0.215,139.849,224387,4
Light Switch,Charlie Puth,pop,35488117,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,4
Light Switch - Tiësto Remix,Charlie Puth,pop,184116,0.7,0.832,1,-4.969,1,0.0539,0.000421,0.464,0.278,0.533,129.983,170769,4
Little Do You Know,Alex & Sierra,pop,2249065,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,185200,4
Live Forever (With Cheat Codes),Liam Payne,pop,114442,0.69,0.676,7,-6.111,1,0.0335,0.213,0,0.123,0.664,100.023,174780,4
Lonely Eyes,Lauv,pop,6017843,0.586,0.503,2,-7.002,1,0.0268,0.0403,0,0.0994,0.385,95.013,196493,4
Lose You To Love Me,Selena Gomez,pop,206282,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,206459,4
Lost,Maroon 5,pop,2240236,0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,172598,4
Lotta Love,Jack & Jack,pop,13633,0.724,0.603,10,-7.968,1,0.0764,0.261,0,0.185,0.486,105,170667,4
Love Like That,Lauv,pop,7576189,0.679,0.481,3,-9.045,1,0.0593,0.208,1.02e-05,0.284,0.486,80.011,184557,4
Love Somebody,Lauv,pop,428055,0.511,0.467,7,-7.799,1,0.144,0.263,0,0.0641,0.373,78.173,142773,1
Love You Like A Love Song,Selena Gomez & The Scene,pop,188454,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,188453,4
MAKE A MESS,blackbear,pop,159586,0.823,0.455,11,-7.839,0,0.0466,0.00175,1.24e-06,0.0559,0.723,126.96,159734,4
ME BECAUSE OF YOU,HRVY,pop,4323012,0.653,0.866,10,-4.898,1,0.0552,0.0797,1.11e-06,0.17,0.644,121.972,173093,4
Mama,Jonas Blue,pop,1543274,0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,184134,4
Mama (feat. Ellie Goulding),Clean Bandit,pop,69604,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-06,0.267,0.608,102.046,189973,4
Mama - Syn Cole Remix,Jonas Blue,pop,179887,0.787,0.796,11,-3.551,0,0.0429,0.0286,0,0.0909,0.634,126.032,179888,4
Maps,Maroon 5,pop,189960,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,pop,190075,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,190453,4
Me And My Broken Heart,Rixton,pop,4441792,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,193733,4
Mean It,Lauv,pop,1642740,0.747,0.45,7,-8.543,1,0.0919,0.0407,0,0.17,0.329,96.001,232853,4
Memories,Maroon 5,pop,189486,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,189486,4
Million Ways,HRVY,pop,1156500,0.645,0.803,6,-4.819,1,0.034,0.0312,0,0.13,0.471,106.03,169887,4
Mine,Bazzi,pop,40720,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
Mine (You Can't Find Love in Mollywood),Lauv,pop,412266,0.734,0.498,1,-7.453,0,0.0318,0.229,5.59e-06,0.093,0.382,126.054,206133,4
Miss Me - Demo,Lauv,pop,118920,0.568,0.452,3,-7.258,1,0.117,0.552,0,0.18,0.213,73.701,118920,4
Modern Loneliness,Lauv,pop,515889,0.701,0.507,8,-7.106,1,0.0353,0.14,0,0.108,0.146,82.009,252337,4
Molly In Mexico,Lauv,pop,179848,0.664,0.855,1,-6.069,0,0.0633,0.00439,0.241,0.0959,0.754,143.993,179388,4
Montana,Daya,pop,5343689,0.602,0.405,2,-7.157,1,0.0319,0.903,0,0.133,0.321,137.743,203869,4
Mother,Charlie Puth,pop,2617434,0.407,0.697,11,-5.612,1,0.342,0.375,5.07e-06,0.125,0.632,179.681,162864,3
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,pop,201329,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4
My Gospel,Charlie Puth,pop,1690822,0.7,0.654,6,-7.126,0,0.297,0.27,0,0.0768,0.494,112.039,210867,4
My Oasis (feat. Burna Boy),Sam Smith,pop,1972347,0.691,0.474,10,-8.742,0,0.0583,0.569,0.000626,0.099,0.381,143.783,179917,4
NEVERMIND,HRVY,pop,1222680,0.658,0.529,5,-6.807,1,0.111,0.15,0,0.129,0.59,102.18,176080,4
Naked,James Arthur,pop,17438,0.525,0.61,6,-6.793,1,0.0404,0.084,0,0.0572,0.293,101.875,233400,4
Never Not,Lauv,pop,438837,0.471,0.22,5,-9.243,1,0.037,0.691,0,0.104,0.26,133.714,208000,4
New,Daya,pop,2626608,0.715,0.742,0,-4.331,1,0.0347,0.052,2.47e-05,0.364,0.322,106.971,230880,4
No One Compares To You,Jack & Jack,pop,2285386,0.7,0.748,1,-6.044,1,0.0434,0.127,0,0.0941,0.631,111.939,182920,4
Nobody's Perfect,Hannah Montana,pop,104829,0.594,0.977,10,-4.193,0,0.0647,0.0597,3.49e-06,0.309,0.793,131.98,200827,4
One Call Away,Charlie Puth,pop,388801,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,4
One Last Time,Ariana Grande,pop,10378,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4
One More Night,Maroon 5,pop,219360,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219467,4
